order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
378,4/24/2022,Vadapav,Fastfood,20,2,40,Cash,F,Midnight
379,2/15/2023,Cold coffee,Beverages,40,14,560,,M,Afternoon
380,10/20/2022,Sandwich,Fastfood,60,5,300,Online,F,Afternoon
381,2/26/2023,Vadapav,Fastfood,20,1,20,Online,M,Morning
382,8/16/2022,Cold coffee,Beverages,40,9,360,Cash,F,Night
383,05-06-2022,Aalopuri,Fastfood,20,7,140,Online,F,Morning
384,10/22/2022,Sugarcane juice,Beverages,25,1,25,Online,M,Afternoon
385,4/25/2022,Vadapav,Fastfood,20,5,100,Cash,M,Morning
386,11/23/2022,Frankie,Fastfood,50,5,250,Online,M,Midnight
387,3/17/2023,Sugarcane juice,Beverages,25,14,350,Cash,F,Midnight
388,10-09-2022,Sandwich,Fastfood,60,14,840,Cash,M,Evening
389,12/22/2022,Sandwich,Fastfood,60,12,720,Cash,F,Evening
390,6/18/2022,Sugarcane juice,Beverages,25,5,125,,M,Midnight
391,4/21/2022,Aalopuri,Fastfood,20,1,20,Online,F,Night
392,9/18/2022,Aalopuri,Fastfood,20,15,300,Online,M,Night
393,07-02-2022,Sugarcane juice,Beverages,25,10,250,Online,F,Evening
394,04-03-2022,Sandwich,Fastfood,60,1,60,Cash,F,Morning
395,1/31/2023,Sandwich,Fastfood,60,3,180,Cash,F,Evening
396,10/31/2022,Frankie,Fastfood,50,15,750,Online,M,Morning
397,07-06-2022,Aalopuri,Fastfood,20,2,40,Online,F,Afternoon
398,1/13/2023,Panipuri,Fastfood,20,6,120,Online,M,Evening
399,6/24/2022,Panipuri,Fastfood,20,9,180,Cash,F,Evening
400,03-04-2023,Cold coffee,Beverages,40,15,600,Cash,F,Morning
401,10-11-2022,Sugarcane juice,Beverages,25,8,200,Online,F,Midnight
402,3/19/2023,Frankie,Fastfood,50,7,350,Cash,M,Night
403,9/25/2022,Cold coffee,Beverages,40,3,120,Online,F,Midnight
404,11/26/2022,Frankie,Fastfood,50,7,350,Cash,F,Midnight
405,12/13/2022,Sugarcane juice,Beverages,25,10,250,Cash,M,Night
406,10/13/2022,Cold coffee,Beverages,40,4,160,Online,F,Afternoon
407,01-02-2023,Sugarcane juice,Beverages,25,2,50,Cash,M,Evening
408,10-05-2022,Vadapav,Fastfood,20,4,80,Online,M,Midnight
409,9/15/2022,Aalopuri,Fastfood,20,9,180,Cash,F,Morning
410,11/23/2022,Aalopuri,Fastfood,20,15,300,Online,M,Afternoon
411,11/20/2022,Panipuri,Fastfood,20,12,240,Cash,M,Afternoon
412,03-09-2023,Sugarcane juice,Beverages,25,14,350,,M,Afternoon
413,04-03-2022,Aalopuri,Fastfood,20,10,200,Online,F,Midnight
414,1/21/2023,Cold coffee,Beverages,40,13,520,,M,Night
415,12-05-2022,Vadapav,Fastfood,20,8,160,Online,M,Evening
416,08-05-2022,Sandwich,Fastfood,60,9,540,,M,Morning
417,1/16/2023,Panipuri,Fastfood,20,3,60,Cash,M,Evening
418,11-12-2022,Cold coffee,Beverages,40,7,280,Online,M,Night
419,10-08-2022,Sugarcane juice,Beverages,25,14,350,,F,Midnight
420,1/30/2023,Frankie,Fastfood,50,13,650,Online,F,Evening
421,3/24/2023,Cold coffee,Beverages,40,2,80,Online,M,Midnight
422,08-02-2022,Cold coffee,Beverages,40,7,280,Online,M,Evening
423,10/21/2022,Frankie,Fastfood,50,7,350,Cash,F,Night
424,4/21/2022,Sugarcane juice,Beverages,25,9,225,Online,F,Midnight
425,8/17/2022,Panipuri,Fastfood,20,14,280,Online,M,Afternoon
426,1/20/2023,Frankie,Fastfood,50,14,700,Cash,M,Midnight
427,5/21/2022,Sandwich,Fastfood,60,2,120,Online,M,Afternoon
428,12/24/2022,Sugarcane juice,Beverages,25,8,200,Online,M,Afternoon
429,9/19/2022,Cold coffee,Beverages,40,3,120,Online,M,Night
430,11-05-2022,Sandwich,Fastfood,60,4,240,Online,M,Night
431,3/16/2023,Panipuri,Fastfood,20,6,120,Online,M,Evening
432,3/27/2023,Panipuri,Fastfood,20,6,120,Online,M,Afternoon
433,5/27/2022,Panipuri,Fastfood,20,14,280,Online,F,Evening
434,8/21/2022,Aalopuri,Fastfood,20,12,240,Cash,M,Morning
435,05-08-2022,Sandwich,Fastfood,60,1,60,Cash,F,Afternoon
436,01-05-2023,Frankie,Fastfood,50,10,500,Cash,M,Midnight
437,8/31/2022,Cold coffee,Beverages,40,1,40,,M,Morning
438,6/20/2022,Cold coffee,Beverages,40,5,200,Online,M,Morning
439,9/30/2022,Frankie,Fastfood,50,13,650,Online,M,Afternoon
440,11/28/2022,Aalopuri,Fastfood,20,7,140,Cash,M,Afternoon
441,11-02-2022,Aalopuri,Fastfood,20,1,20,Online,F,Midnight
442,8/22/2022,Sugarcane juice,Beverages,25,7,175,Online,F,Night
443,09-05-2022,Sugarcane juice,Beverages,25,12,300,Cash,F,Night
444,9/28/2022,Frankie,Fastfood,50,4,200,,M,Evening
445,10/22/2022,Sandwich,Fastfood,60,14,840,Online,F,Morning
446,8/31/2022,Cold coffee,Beverages,40,9,360,Cash,M,Night
447,1/17/2023,Frankie,Fastfood,50,6,300,Online,F,Afternoon
448,7/27/2022,Vadapav,Fastfood,20,6,120,Cash,F,Evening
449,09-09-2022,Frankie,Fastfood,50,4,200,Cash,M,Afternoon
450,5/20/2022,Sugarcane juice,Beverages,25,1,25,Online,M,Morning
451,3/15/2023,Sugarcane juice,Beverages,25,10,250,Cash,F,Midnight
452,12/25/2022,Frankie,Fastfood,50,5,250,Online,M,Afternoon
453,10/20/2022,Sandwich,Fastfood,60,1,60,Online,F,Midnight
454,03-07-2023,Sandwich,Fastfood,60,1,60,Online,F,Evening
455,03-01-2023,Cold coffee,Beverages,40,11,440,Cash,M,Midnight
456,12/31/2022,Cold coffee,Beverages,40,13,520,,F,Night
457,10/16/2022,Cold coffee,Beverages,40,11,440,Cash,M,Evening
458,09-12-2022,Sugarcane juice,Beverages,25,8,200,Cash,F,Midnight
459,06-08-2022,Vadapav,Fastfood,20,14,280,Cash,M,Night
460,11/20/2022,Aalopuri,Fastfood,20,2,40,Cash,M,Morning
461,7/22/2022,Sugarcane juice,Beverages,25,5,125,Cash,M,Midnight
462,4/24/2022,Vadapav,Fastfood,20,3,60,Cash,M,Morning
463,06-11-2022,Sandwich,Fastfood,60,6,360,Online,M,Midnight
464,10/18/2022,Sugarcane juice,Beverages,25,13,325,Cash,M,Morning
465,1/15/2023,Sugarcane juice,Beverages,25,12,300,Online,M,Evening
466,01-11-2023,Panipuri,Fastfood,20,6,120,Cash,M,Evening
467,10/17/2022,Aalopuri,Fastfood,20,11,220,Online,M,Morning
468,09-08-2022,Panipuri,Fastfood,20,2,40,Cash,M,Evening
469,5/15/2022,Sandwich,Fastfood,60,7,420,Online,F,Morning
470,9/29/2022,Vadapav,Fastfood,20,8,160,Cash,F,Morning
471,2/13/2023,Panipuri,Fastfood,20,7,140,Cash,F,Afternoon
472,01-11-2023,Panipuri,Fastfood,20,10,200,,M,Midnight
473,09-04-2022,Sandwich,Fastfood,60,5,300,Cash,F,Evening
474,8/28/2022,Sugarcane juice,Beverages,25,15,375,Cash,F,Night
475,2/24/2023,Cold coffee,Beverages,40,6,240,Cash,F,Night
476,02-02-2023,Aalopuri,Fastfood,20,10,200,Cash,M,Morning
477,2/13/2023,Sandwich,Fastfood,60,15,900,Cash,F,Midnight
478,12/27/2022,Sugarcane juice,Beverages,25,9,225,Cash,F,Afternoon
479,2/13/2023,Sandwich,Fastfood,60,11,660,Cash,F,Afternoon
480,10-02-2022,Vadapav,Fastfood,20,12,240,Cash,M,Evening
481,10/29/2022,Sugarcane juice,Beverages,25,4,100,Cash,M,Evening
482,1/31/2023,Aalopuri,Fastfood,20,1,20,Online,M,Afternoon
483,4/27/2022,Panipuri,Fastfood,20,9,180,Cash,F,Morning
484,3/21/2023,Cold coffee,Beverages,40,5,200,Cash,F,Afternoon
485,2/26/2023,Aalopuri,Fastfood,20,6,120,Cash,F,Midnight
486,2/14/2023,Vadapav,Fastfood,20,6,120,Cash,F,Midnight
487,5/27/2022,Sandwich,Fastfood,60,9,540,Cash,F,Midnight
488,9/21/2022,Cold coffee,Beverages,40,10,400,Cash,M,Midnight
489,02-03-2023,Frankie,Fastfood,50,13,650,Online,F,Evening
490,12/26/2022,Cold coffee,Beverages,40,8,320,Cash,M,Morning
491,5/31/2022,Vadapav,Fastfood,20,2,40,Online,F,Midnight
492,07-11-2022,Sandwich,Fastfood,60,15,900,Cash,M,Afternoon
493,10-02-2022,Cold coffee,Beverages,40,2,80,Online,M,Morning
494,1/14/2023,Cold coffee,Beverages,40,10,400,Cash,F,Night
495,10/20/2022,Aalopuri,Fastfood,20,13,260,Online,F,Midnight
496,11-07-2022,Cold coffee,Beverages,40,10,400,Online,F,Night
497,1/25/2023,Sandwich,Fastfood,60,7,420,Cash,M,Midnight
498,6/16/2022,Frankie,Fastfood,50,1,50,Cash,M,Midnight
499,7/27/2022,Sandwich,Fastfood,60,8,480,Online,F,Evening
500,04-08-2022,Vadapav,Fastfood,20,4,80,Online,F,Midnight
501,08-09-2022,Sugarcane juice,Beverages,25,14,350,Online,F,Afternoon
502,01-04-2023,Panipuri,Fastfood,20,13,260,Online,M,Night
503,11-04-2022,Aalopuri,Fastfood,20,13,260,Cash,F,Morning
504,12-09-2022,Cold coffee,Beverages,40,8,320,Cash,M,Evening
505,02-12-2023,Frankie,Fastfood,50,4,200,Cash,M,Night
506,12/26/2022,Cold coffee,Beverages,40,12,480,Cash,F,Midnight
507,12/14/2022,Aalopuri,Fastfood,20,14,280,Online,F,Morning
508,12-10-2022,Sandwich,Fastfood,60,1,60,Cash,M,Night
509,10/26/2022,Vadapav,Fastfood,20,11,220,Online,M,Evening
510,04-04-2022,Sandwich,Fastfood,60,14,840,Online,M,Afternoon
511,08-02-2022,Panipuri,Fastfood,20,4,80,Cash,F,Night
512,01-11-2023,Panipuri,Fastfood,20,3,60,Cash,F,Afternoon
513,7/16/2022,Cold coffee,Beverages,40,5,200,Cash,F,Night
514,8/24/2022,Cold coffee,Beverages,40,8,320,Online,F,Evening
515,11-02-2022,Sandwich,Fastfood,60,7,420,,F,Night
516,9/22/2022,Sugarcane juice,Beverages,25,12,300,Online,F,Midnight
517,07-02-2022,Panipuri,Fastfood,20,13,260,Online,M,Evening
518,12-09-2022,Aalopuri,Fastfood,20,6,120,Cash,F,Morning
519,11/25/2022,Cold coffee,Beverages,40,10,400,Cash,M,Morning
520,04-03-2022,Panipuri,Fastfood,20,11,220,Online,F,Night
521,1/27/2023,Panipuri,Fastfood,20,14,280,Online,M,Morning
522,12/29/2022,Panipuri,Fastfood,20,13,260,Cash,F,Midnight
523,11-03-2022,Frankie,Fastfood,50,6,300,Cash,M,Afternoon
524,05-01-2022,Aalopuri,Fastfood,20,13,260,Online,M,Afternoon
525,05-04-2022,Vadapav,Fastfood,20,3,60,Cash,M,Midnight
526,07-04-2022,Sandwich,Fastfood,60,10,600,Cash,F,Evening
527,01-06-2023,Sugarcane juice,Beverages,25,6,150,Cash,F,Afternoon
528,07-01-2022,Sugarcane juice,Beverages,25,7,175,Cash,F,Midnight
529,5/15/2022,Aalopuri,Fastfood,20,12,240,,F,Afternoon
530,7/27/2022,Panipuri,Fastfood,20,6,120,Cash,F,Night
531,10-04-2022,Cold coffee,Beverages,40,10,400,Cash,M,Night
532,3/27/2023,Panipuri,Fastfood,20,13,260,Online,F,Midnight
533,02-05-2023,Frankie,Fastfood,50,2,100,,F,Night
534,5/16/2022,Vadapav,Fastfood,20,2,40,Online,F,Night
535,09-05-2022,Sandwich,Fastfood,60,4,240,Online,M,Midnight
536,03-01-2023,Sugarcane juice,Beverages,25,7,175,Cash,F,Evening
537,1/25/2023,Panipuri,Fastfood,20,3,60,Cash,M,Evening
538,06-05-2022,Panipuri,Fastfood,20,7,140,Online,M,Morning
539,09-07-2022,Panipuri,Fastfood,20,3,60,Online,M,Evening
540,5/27/2022,Vadapav,Fastfood,20,13,260,Cash,M,Afternoon
541,7/30/2022,Panipuri,Fastfood,20,12,240,Cash,M,Night
542,08-04-2022,Sugarcane juice,Beverages,25,9,225,Cash,M,Evening
543,04-10-2022,Aalopuri,Fastfood,20,15,300,Cash,F,Evening
544,12/14/2022,Sandwich,Fastfood,60,15,900,Online,F,Morning
545,01-01-2023,Sandwich,Fastfood,60,13,780,Online,F,Midnight
546,07-09-2022,Aalopuri,Fastfood,20,1,20,Cash,F,Midnight
547,5/14/2022,Cold coffee,Beverages,40,10,400,Online,M,Morning
548,3/29/2023,Cold coffee,Beverages,40,14,560,Cash,M,Afternoon
549,4/15/2022,Sugarcane juice,Beverages,25,3,75,Online,M,Afternoon
550,11/15/2022,Cold coffee,Beverages,40,15,600,Online,M,Afternoon
551,7/30/2022,Sugarcane juice,Beverages,25,7,175,Cash,M,Evening
552,09-12-2022,Sugarcane juice,Beverages,25,15,375,Cash,F,Midnight
553,11-11-2022,Panipuri,Fastfood,20,14,280,Cash,M,Evening
554,03-09-2023,Panipuri,Fastfood,20,4,80,Cash,F,Afternoon
555,4/16/2022,Sandwich,Fastfood,60,6,360,Cash,F,Evening
556,2/27/2023,Vadapav,Fastfood,20,9,180,Cash,F,Night
557,6/30/2022,Sandwich,Fastfood,60,2,120,Cash,F,Evening
558,10-01-2022,Panipuri,Fastfood,20,5,100,Online,M,Morning
559,8/31/2022,Cold coffee,Beverages,40,5,200,Online,F,Night
560,12-10-2022,Sugarcane juice,Beverages,25,1,25,Cash,M,Evening
561,6/13/2022,Panipuri,Fastfood,20,1,20,Cash,F,Midnight
562,08-09-2022,Frankie,Fastfood,50,4,200,Cash,M,Afternoon
563,10/13/2022,Frankie,Fastfood,50,7,350,Online,F,Evening
564,9/27/2022,Cold coffee,Beverages,40,2,80,,M,Morning
565,9/27/2022,Panipuri,Fastfood,20,15,300,Cash,M,Evening
566,7/19/2022,Frankie,Fastfood,50,3,150,Cash,M,Evening
567,10/16/2022,Cold coffee,Beverages,40,7,280,Online,F,Afternoon
568,12/29/2022,Panipuri,Fastfood,20,12,240,,F,Afternoon
569,01-02-2023,Cold coffee,Beverages,40,15,600,Online,F,Midnight
570,9/15/2022,Sugarcane juice,Beverages,25,4,100,Cash,M,Morning
571,11/28/2022,Sugarcane juice,Beverages,25,1,25,Cash,F,Evening
572,04-02-2022,Sandwich,Fastfood,60,15,900,Cash,M,Afternoon
573,09-07-2022,Frankie,Fastfood,50,2,100,Cash,M,Afternoon
574,10/22/2022,Aalopuri,Fastfood,20,1,20,Cash,F,Night
575,12/24/2022,Vadapav,Fastfood,20,1,20,Online,F,Midnight
576,3/23/2023,Panipuri,Fastfood,20,12,240,Cash,F,Afternoon
577,09-06-2022,Cold coffee,Beverages,40,7,280,Cash,M,Evening
578,6/30/2022,Frankie,Fastfood,50,5,250,Online,F,Night
579,4/27/2022,Panipuri,Fastfood,20,2,40,Cash,M,Evening
580,07-01-2022,Panipuri,Fastfood,20,10,200,Online,M,Night
581,4/23/2022,Sugarcane juice,Beverages,25,13,325,Cash,M,Afternoon
582,05-12-2022,Aalopuri,Fastfood,20,13,260,Cash,M,Morning
583,5/31/2022,Frankie,Fastfood,50,8,400,Cash,M,Night
584,12-04-2022,Cold coffee,Beverages,40,15,600,Cash,M,Morning
585,03-05-2023,Vadapav,Fastfood,20,11,220,Cash,F,Morning
586,5/22/2022,Sandwich,Fastfood,60,15,900,Online,M,Night
587,04-09-2022,Aalopuri,Fastfood,20,10,200,Cash,F,Night
588,6/16/2022,Frankie,Fastfood,50,11,550,Cash,F,Morning
589,8/25/2022,Cold coffee,Beverages,40,5,200,Cash,M,Night
590,3/27/2023,Panipuri,Fastfood,20,15,300,Online,M,Midnight
591,10-01-2022,Sandwich,Fastfood,60,13,780,Cash,F,Morning
592,12-04-2022,Sugarcane juice,Beverages,25,7,175,Cash,M,Morning
593,2/16/2023,Sugarcane juice,Beverages,25,9,225,Cash,F,Evening
594,1/20/2023,Frankie,Fastfood,50,6,300,Cash,F,Morning
595,2/22/2023,Frankie,Fastfood,50,9,450,Online,M,Afternoon
596,4/26/2022,Cold coffee,Beverages,40,1,40,Online,F,Night
597,11/30/2022,Panipuri,Fastfood,20,10,200,Online,M,Midnight
598,08-02-2022,Cold coffee,Beverages,40,8,320,Cash,F,Afternoon
599,10-03-2022,Frankie,Fastfood,50,13,650,Cash,M,Morning
600,12/24/2022,Panipuri,Fastfood,20,6,120,Cash,F,Morning
601,11-01-2022,Aalopuri,Fastfood,20,12,240,Online,M,Morning
602,8/27/2022,Aalopuri,Fastfood,20,10,200,Cash,M,Night
603,8/31/2022,Vadapav,Fastfood,20,10,200,Cash,F,Afternoon
604,09-08-2022,Frankie,Fastfood,50,10,500,Cash,F,Night
605,04-04-2022,Cold coffee,Beverages,40,15,600,,F,Afternoon
606,04-09-2022,Cold coffee,Beverages,40,6,240,Cash,F,Night
607,12/15/2022,Vadapav,Fastfood,20,9,180,Cash,F,Afternoon
608,2/28/2023,Aalopuri,Fastfood,20,1,20,Online,M,Midnight
609,02-07-2023,Aalopuri,Fastfood,20,14,280,,M,Midnight
610,05-08-2022,Frankie,Fastfood,50,13,650,Online,F,Evening
611,6/25/2022,Aalopuri,Fastfood,20,2,40,Online,F,Morning
612,02-06-2023,Aalopuri,Fastfood,20,3,60,Online,M,Midnight
613,06-10-2022,Vadapav,Fastfood,20,5,100,Online,F,Night
614,12/19/2022,Vadapav,Fastfood,20,2,40,,M,Morning
615,8/14/2022,Sandwich,Fastfood,60,14,840,,M,Morning
616,7/15/2022,Vadapav,Fastfood,20,6,120,Online,F,Midnight
617,6/28/2022,Sugarcane juice,Beverages,25,2,50,Cash,M,Night
618,04-08-2022,Frankie,Fastfood,50,1,50,Online,M,Evening
619,09-09-2022,Sugarcane juice,Beverages,25,4,100,Cash,F,Morning
620,9/14/2022,Panipuri,Fastfood,20,12,240,Online,F,Evening
621,2/13/2023,Aalopuri,Fastfood,20,2,40,Online,F,Evening
622,12/14/2022,Panipuri,Fastfood,20,13,260,Online,M,Afternoon
623,04-02-2022,Cold coffee,Beverages,40,15,600,Cash,M,Midnight
624,03-08-2023,Sandwich,Fastfood,60,9,540,Cash,F,Morning
625,6/17/2022,Sandwich,Fastfood,60,15,900,Online,M,Morning
626,02-01-2023,Cold coffee,Beverages,40,15,600,Cash,M,Night
627,6/22/2022,Sugarcane juice,Beverages,25,15,375,Online,M,Afternoon
628,05-02-2022,Cold coffee,Beverages,40,10,400,,F,Night
629,1/20/2023,Sugarcane juice,Beverages,25,9,225,Cash,F,Evening
630,5/27/2022,Frankie,Fastfood,50,7,350,,F,Morning
631,07-01-2022,Cold coffee,Beverages,40,13,520,Cash,F,Evening
632,10/28/2022,Panipuri,Fastfood,20,9,180,Online,F,Night
633,5/24/2022,Cold coffee,Beverages,40,3,120,Online,M,Evening
634,7/26/2022,Panipuri,Fastfood,20,13,260,Cash,M,Afternoon
635,02-06-2023,Vadapav,Fastfood,20,15,300,Online,F,Night
636,4/26/2022,Cold coffee,Beverages,40,12,480,,M,Morning
637,5/14/2022,Aalopuri,Fastfood,20,7,140,Cash,M,Midnight
638,8/20/2022,Cold coffee,Beverages,40,11,440,Online,F,Afternoon
639,1/26/2023,Vadapav,Fastfood,20,14,280,Cash,F,Morning
640,01-04-2023,Sandwich,Fastfood,60,15,900,Online,M,Night
641,02-09-2023,Vadapav,Fastfood,20,15,300,Cash,M,Afternoon
642,05-09-2022,Cold coffee,Beverages,40,10,400,Online,F,Morning
643,10/20/2022,Sugarcane juice,Beverages,25,2,50,Cash,M,Afternoon
644,02-03-2023,Panipuri,Fastfood,20,5,100,Online,F,Evening
645,7/26/2022,Sandwich,Fastfood,60,9,540,Cash,F,Night
646,8/30/2022,Vadapav,Fastfood,20,14,280,Online,F,Afternoon
647,06-05-2022,Vadapav,Fastfood,20,3,60,Cash,M,Afternoon
648,5/27/2022,Sandwich,Fastfood,60,7,420,Cash,M,Night
649,11-05-2022,Frankie,Fastfood,50,9,450,Cash,M,Midnight
650,04-07-2022,Sandwich,Fastfood,60,13,780,Online,F,Morning
651,07-11-2022,Sandwich,Fastfood,60,10,600,Online,F,Midnight
652,5/21/2022,Cold coffee,Beverages,40,13,520,Online,F,Afternoon
653,5/30/2022,Frankie,Fastfood,50,10,500,Online,F,Midnight
654,03-04-2023,Vadapav,Fastfood,20,9,180,Cash,F,Morning
655,6/30/2022,Sugarcane juice,Beverages,25,12,300,Online,M,Morning
656,11/28/2022,Sandwich,Fastfood,60,6,360,Online,F,Midnight
657,01-10-2023,Cold coffee,Beverages,40,7,280,,M,Midnight
658,10-10-2022,Aalopuri,Fastfood,20,12,240,,F,Afternoon
659,1/21/2023,Panipuri,Fastfood,20,2,40,Online,M,Afternoon
660,7/25/2022,Sandwich,Fastfood,60,9,540,Cash,F,Night
661,10-11-2022,Frankie,Fastfood,50,7,350,Online,F,Midnight
662,2/15/2023,Panipuri,Fastfood,20,3,60,Online,F,Afternoon
663,02-05-2023,Sugarcane juice,Beverages,25,1,25,Online,M,Night
664,10/31/2022,Frankie,Fastfood,50,10,500,Online,F,Morning
665,05-06-2022,Aalopuri,Fastfood,20,14,280,Online,F,Evening
666,1/25/2023,Panipuri,Fastfood,20,9,180,Cash,M,Evening
667,9/28/2022,Vadapav,Fastfood,20,3,60,Cash,F,Evening
668,05-11-2022,Aalopuri,Fastfood,20,4,80,Online,M,Morning
669,3/18/2023,Sandwich,Fastfood,60,11,660,Online,M,Evening
670,07-05-2022,Panipuri,Fastfood,20,15,300,Cash,M,Night
671,10-09-2022,Sandwich,Fastfood,60,2,120,Online,M,Afternoon
672,11/24/2022,Cold coffee,Beverages,40,3,120,,F,Evening
673,9/17/2022,Sandwich,Fastfood,60,12,720,Cash,M,Midnight
674,7/17/2022,Sugarcane juice,Beverages,25,13,325,,M,Morning
675,4/17/2022,Sandwich,Fastfood,60,12,720,Cash,M,Night
676,05-04-2022,Frankie,Fastfood,50,7,350,Cash,F,Evening
677,5/19/2022,Cold coffee,Beverages,40,3,120,Online,F,Morning
678,5/23/2022,Aalopuri,Fastfood,20,3,60,Online,M,Evening
679,11-02-2022,Sandwich,Fastfood,60,12,720,Online,M,Morning
680,4/20/2022,Cold coffee,Beverages,40,4,160,Cash,M,Night
681,12-09-2022,Frankie,Fastfood,50,9,450,Online,F,Night
682,10-11-2022,Aalopuri,Fastfood,20,14,280,Online,M,Midnight
683,08-12-2022,Frankie,Fastfood,50,15,750,Cash,M,Midnight
684,9/18/2022,Vadapav,Fastfood,20,5,100,Cash,M,Afternoon
685,5/20/2022,Aalopuri,Fastfood,20,3,60,Cash,F,Afternoon
686,11/25/2022,Cold coffee,Beverages,40,5,200,Cash,M,Afternoon
687,12/18/2022,Vadapav,Fastfood,20,10,200,Cash,F,Midnight
688,5/14/2022,Frankie,Fastfood,50,5,250,Online,M,Afternoon
689,8/13/2022,Vadapav,Fastfood,20,6,120,Cash,F,Afternoon
690,10-05-2022,Vadapav,Fastfood,20,9,180,Cash,F,Night
691,04-01-2022,Sandwich,Fastfood,60,7,420,Cash,F,Evening
692,1/13/2023,Frankie,Fastfood,50,14,700,Online,M,Afternoon
693,11/29/2022,Sugarcane juice,Beverages,25,13,325,Online,F,Midnight
694,4/22/2022,Panipuri,Fastfood,20,14,280,Cash,M,Midnight
695,8/24/2022,Panipuri,Fastfood,20,10,200,Online,F,Midnight
696,2/23/2023,Sugarcane juice,Beverages,25,3,75,Online,F,Evening
697,05-05-2022,Sugarcane juice,Beverages,25,5,125,Cash,M,Midnight
698,11/26/2022,Panipuri,Fastfood,20,10,200,Online,M,Night
699,09-09-2022,Cold coffee,Beverages,40,1,40,Online,M,Evening
700,11/15/2022,Frankie,Fastfood,50,6,300,Cash,F,Evening
701,7/19/2022,Sugarcane juice,Beverages,25,14,350,Online,F,Evening
702,3/25/2023,Cold coffee,Beverages,40,13,520,Cash,F,Afternoon
703,11-01-2022,Panipuri,Fastfood,20,10,200,Online,F,Afternoon
704,8/14/2022,Sandwich,Fastfood,60,1,60,Online,F,Evening
705,10-07-2022,Sandwich,Fastfood,60,6,360,Online,M,Evening
706,02-05-2023,Frankie,Fastfood,50,8,400,Online,M,Night
707,12/16/2022,Panipuri,Fastfood,20,2,40,Online,M,Night
708,3/15/2023,Sandwich,Fastfood,60,5,300,Cash,F,Midnight
709,2/22/2023,Cold coffee,Beverages,40,6,240,Cash,M,Morning
710,3/15/2023,Sandwich,Fastfood,60,15,900,,M,Night
711,10/30/2022,Aalopuri,Fastfood,20,3,60,Cash,M,Afternoon
712,12/17/2022,Vadapav,Fastfood,20,3,60,Online,F,Midnight
713,12-02-2022,Sugarcane juice,Beverages,25,14,350,Online,F,Morning
714,12/14/2022,Sugarcane juice,Beverages,25,14,350,Cash,M,Afternoon
715,04-12-2022,Sandwich,Fastfood,60,1,60,Online,M,Morning
716,12-03-2022,Panipuri,Fastfood,20,9,180,Cash,F,Midnight
717,10-11-2022,Sugarcane juice,Beverages,25,15,375,,F,Evening
718,12/28/2022,Aalopuri,Fastfood,20,2,40,Online,M,Afternoon
719,05-09-2022,Vadapav,Fastfood,20,15,300,Cash,F,Midnight
720,05-10-2022,Frankie,Fastfood,50,14,700,Cash,F,Morning
721,8/13/2022,Panipuri,Fastfood,20,12,240,,M,Afternoon
722,9/14/2022,Vadapav,Fastfood,20,15,300,,M,Midnight
723,2/16/2023,Cold coffee,Beverages,40,10,400,Online,M,Evening
724,6/27/2022,Frankie,Fastfood,50,10,500,Cash,F,Night
725,07-04-2022,Vadapav,Fastfood,20,6,120,Online,F,Afternoon
726,09-11-2022,Panipuri,Fastfood,20,1,20,Online,M,Morning
727,8/25/2022,Aalopuri,Fastfood,20,5,100,Cash,F,Midnight
728,08-03-2022,Vadapav,Fastfood,20,1,20,Online,M,Midnight
729,11/24/2022,Sandwich,Fastfood,60,7,420,Cash,M,Night
730,6/28/2022,Frankie,Fastfood,50,13,650,Cash,F,Afternoon
731,03-09-2023,Frankie,Fastfood,50,10,500,Cash,F,Afternoon
732,6/13/2022,Panipuri,Fastfood,20,7,140,,F,Midnight
733,02-03-2023,Frankie,Fastfood,50,10,500,Cash,M,Evening
734,10-07-2022,Frankie,Fastfood,50,7,350,Cash,M,Evening
735,08-10-2022,Panipuri,Fastfood,20,11,220,Cash,M,Morning
736,9/25/2022,Panipuri,Fastfood,20,13,260,,M,Afternoon
737,9/20/2022,Frankie,Fastfood,50,13,650,Online,F,Night
738,03-01-2023,Sandwich,Fastfood,60,4,240,Online,F,Morning
739,06-06-2022,Aalopuri,Fastfood,20,11,220,Online,M,Night
740,7/30/2022,Aalopuri,Fastfood,20,9,180,Cash,M,Midnight
741,7/16/2022,Aalopuri,Fastfood,20,5,100,Online,M,Afternoon
742,11/18/2022,Panipuri,Fastfood,20,14,280,Online,M,Night
743,11-09-2022,Panipuri,Fastfood,20,1,20,Cash,M,Morning
744,6/25/2022,Frankie,Fastfood,50,10,500,Cash,F,Morning
745,09-11-2022,Aalopuri,Fastfood,20,2,40,Online,M,Evening
746,08-05-2022,Sugarcane juice,Beverages,25,5,125,Online,F,Midnight
747,1/14/2023,Cold coffee,Beverages,40,3,120,Cash,F,Midnight
748,9/20/2022,Sandwich,Fastfood,60,14,840,Cash,F,Night
749,8/31/2022,Vadapav,Fastfood,20,11,220,Cash,M,Morning
750,02-01-2023,Frankie,Fastfood,50,1,50,Online,M,Evening
751,9/16/2022,Vadapav,Fastfood,20,2,40,Cash,M,Afternoon
752,06-04-2022,Panipuri,Fastfood,20,2,40,Online,F,Morning
753,6/26/2022,Sugarcane juice,Beverages,25,1,25,Cash,M,Midnight
